T(K),Na2O,MgO,Al2O3,SiO2,K2O,CaO,TiO2,MnO,FeO,Fe2O3,GAMMA
1774.15,0,0.075670809,0.089770657,0.627906712,0,0.123887688,0,0,0.034341965,0.04842217,1.339092045
1724.15,0,0.127938822,0.157257444,0.42815356,0,0.21698875,0.000141255,0,0.019577631,0.049942538,0.865933046
1724.15,0,0.119237931,0.143850262,0.396872391,0,0.197611068,0.070809345,0,0.020880176,0.050738827,0.886988787
1724.15,0,0.107090748,0.13013468,0.357990532,0,0.18012607,0.149826677,0,0.022884188,0.051947106,0.899679895
1724.15,0,0.09703521,0.116390192,0.320711377,0,0.162778935,0.225530636,0,0.024856939,0.05269671,0.916163078
1724.15,0,0.072396596,0.088915678,0.644373759,0,0.121360275,7.36086E-05,0,0.025393758,0.047486327,1.370871509
1724.15,0,0.063588093,0.077230541,0.565296089,0,0.105943407,0.112563782,0,0.027611021,0.047767066,1.334982519
1724.15,0,0.056797345,0.070180091,0.490022533,0,0.098250795,0.203265166,0,0.03110079,0.050383279,1.282230596
1673.15,0,0.128816959,0.156473749,0.429295801,0,0.216173038,0.000141446,0,0.016570505,0.052528502,0.868739406
1673.15,0,0.118421336,0.144735268,0.400614776,0,0.198243445,0.067607472,0,0.017638522,0.052739181,0.889550535
1673.15,0,0.107048192,0.129196094,0.358467892,0,0.179731981,0.150643971,0,0.020083612,0.05482826,0.900869603
1673.15,0,0.095989656,0.116656037,0.320071119,0,0.161566748,0.227236735,0,0.022106959,0.056372746,0.919437773
1724.15,0,0.133090276,0.154607276,0.423359146,0,0.212549835,0,0,0.021317287,0.049242933,0.905617406
1724.15,0,0.126620364,0.146558942,0.400778553,0,0.200807625,0,0,0.024631068,0.045813787,1.271750963
1724.15,0,0.118137839,0.138220834,0.379025566,0,0.188670268,0,0,0.028538692,0.041951877,1.813552436
1724.15,0,0.110954616,0.13102619,0.356669667,0,0.177002344,0,0,0.032795918,0.038699184,2.5274627
1724.15,0,0.103138723,0.124450948,0.341568726,0,0.165634386,0,0,0.035981724,0.035262089,3.404350213
1774.15,0,0.133196192,0.155555207,0.424780333,0,0.213245136,0,0,0.024011186,0.046101477,0.889169036
1774.15,0,0.125455154,0.146886021,0.402623519,0,0.200656797,0,0,0.027644535,0.04284903,1.267770066
1774.15,0,0.1184579,0.138271764,0.378268146,0,0.18809462,0,0,0.031821412,0.039140337,1.821029464
1774.15,0,0.110485888,0.130963172,0.355886706,0,0.17558373,0,0,0.03561834,0.035262157,2.595367479
1774.15,0,0.103371988,0.122267943,0.332717009,0,0.165041875,0,0,0.038935748,0.031927314,3.657019324
1774.15,0,0.096139198,0.113049084,0.482452607,0,0.153212309,0,0,0.034274036,0.038729661,1.901035245
1775.15,0,0.096649855,0.113649892,0.482822252,0,0.154135473,0,0,0.034196669,0.03932617,1.85960505
1775.15,0,0.097108932,0.114468504,0.486869733,0,0.155966518,0,0,0.033366878,0.039039247,1.783518701
1825.15,0,0.132961392,0.15598792,0.424528723,0,0.213737728,0,0,0.026783034,0.042585024,0.88982686
1825.15,0,0.126054445,0.147208109,0.40172318,0,0.201047101,0,0,0.030876077,0.03983014,1.259612485
1825.15,0,0.11865424,0.138719401,0.377688146,0,0.188704807,0,0,0.035106522,0.035808652,1.809080887
1825.15,0,0.110303217,0.131132178,0.355622395,0,0.175757874,0,0,0.039155958,0.032499445,2.581421575
1825.15,0,0.101546563,0.124703435,0.338952228,0,0.163050793,0,0,0.042475107,0.029307824,3.566598187
1825.15,0,0.095924998,0.11257429,0.484125175,0,0.153073965,0,0,0.036918812,0.036549624,1.887372441
2173.15,0.000164859,0.48052696,0.043490457,0.40067337,0,0.018434771,0,0,0.031757366,0.024952217,1.327091007
2166.15,0.000164425,0.481809985,0.043875639,0.396644771,0,0.018841324,0,0,0.042356386,0.016227827,1.316438146
2134.15,0.000164487,0.481736312,0.043792165,0.396114131,0,0.018848414,0,0,0.043380823,0.015963668,1.315095768
2151.15,0,0.480969397,0.043149288,0.397574137,0,0.018873344,0,0,0.045940038,0.013414016,1.318781989
2139.15,0,0.480124127,0.043596289,0.397341174,0,0.018850181,0,0,0.045667054,0.014421175,1.318843189
2197.15,0,0.485816602,0.043869217,0.39123547,0,0.018929574,0,0,0.049803485,0.010345651,1.304181917
2175.15,0,0.491905721,0.043464366,0.389821652,0,0.017753751,0,0,0.049979751,0.007074759,1.304371551
2173.15,0,0.480854563,0.044199309,0.396132568,0,0.019172395,0,0,0.056881384,0.002680275,1.315369346
2169.15,0,0.492043434,0.04383836,0.389655573,0,0.019149174,0,0,0.054262505,0.001050956,1.299122056
2112.15,0,0.488259257,0.04423989,0.393193202,0,0.019465906,0,0,0.05407396,0.000767784,1.306886214
2124.15,0.000164925,0.480846676,0.043307328,0.395805921,0,0.018624729,0,0,0.044838003,0.016332533,1.314796681
2148.15,0,0.483802201,0.043525751,0.394576907,0,0.018910598,0,0,0.046279208,0.012825783,1.311833231
